year,period,value,footnote_code,footnote_text,supersector_name,industry_name,seasonal_text,data_type_text,series_id,seasonal,begin_year,begin_period,end_year,end_period,serialid
1972,July,143.52,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1450
1979,February,242.52,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4807
1964,October,122.08,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3154
1984,May,387.28,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2423
1972,October,146.89,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1453
1984,June,388.90,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2424
1972,November,146.86,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1454
1984,July,388.73,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2425
1972,December,147.57,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1455
1973,March,150.22,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1457
1965,March,124.11,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3158
1984,November,392.58,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2429
1979,October,256.62,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4815
1984,December,395.17,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2430
1979,December,269.45,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4817
1980,February,265.86,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4818
1986,October,410.00,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2450
1981,December,352.21,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4839
1987,March,417.33,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2454
1975,November,175.09,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1487
1982,April,368.50,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4842
1976,March,178.56,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1490
1967,February,135.03,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3179
1987,September,418.64,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2460
1967,March,135.34,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3180
1982,August,387.18,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4846
1987,November,424.20,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2462
1982,September,396.68,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4847
1988,February,425.41,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2464
1976,November,187.04,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1498
1976,December,187.76,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1499
1967,July,139.67,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3184
1983,March,410.35,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4852
1967,August,138.60,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3185
1988,July,433.76,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2469
1983,June,405.04,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4855
1988,October,437.81,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2472
1983,September,410.71,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4858
1967,December,139.40,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3189
1983,November,414.90,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4860
1983,December,413.52,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4861
1968,March,142.24,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3191
1984,April,422.93,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4864
1989,July,446.42,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2480
1989,October,450.06,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000030,S,1947,M01,2015,October,2483
1984,August,425.87,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4868
1968,September,147.63,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3197
1979,October,44.9,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2487
1985,February,443.52,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4873
1980,February,45.3,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2490
1985,May,441.38,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4876
1980,May,44.7,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2493
1969,March,153.12,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3202
1985,July,441.23,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4878
1985,August,446.75,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4879
1985,September,449.71,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4880
1969,August,158.87,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3207
1981,April,44.8,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2503
1969,October,160.89,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3209
1969,November,163.16,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3210
1969,December,162.14,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3211
1986,July,471.96,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4889
1981,November,45.7,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2510
1970,March,163.61,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3213
1970,April,163.54,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3214
1986,November,466.12,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4893
1987,March,456.46,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4896
1970,July,164.25,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3217
1970,August,166.06,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3218
1982,September,43.8,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2519
1970,September,168.19,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3219
1970,October,169.12,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3220
1982,December,43.2,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2522
1987,August,470.64,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4901
1983,February,43.2,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2523
1987,October,469.53,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4903
1988,February,473.06,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4906
1983,July,43.9,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2528
1983,August,44.0,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2529
1988,April,485.07,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4908
1983,September,44.0,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2530
1988,June,479.94,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4910
1971,May,173.09,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3226
1984,February,44.6,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2534
1984,March,44.3,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2535
1988,October,500.02,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4914
1984,May,44.6,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2537
1971,August,176.64,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3229
1989,March,513.65,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4918
1984,October,44.2,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2542
1972,February,184.36,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3234
1985,March,45.0,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2546
1989,October,552.32,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4925
1989,November,549.36,,,Mining and logging,Oil and gas extraction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021100030,S,1972,M01,2015,September,4926
1985,May,44.9,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2548
1985,June,45.0,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2549
1985,February,40.9,,,Mining and logging,Coal mining,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021210007,S,1985,M01,2015,September,4928
1985,July,44.4,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2550
1985,March,42.0,,,Mining and logging,Coal mining,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021210007,S,1985,M01,2015,September,4929
1985,August,44.5,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2551
1985,April,42.0,,,Mining and logging,Coal mining,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021210007,S,1985,M01,2015,September,4930
1985,September,44.6,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2552
1985,May,42.1,,,Mining and logging,Coal mining,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021210007,S,1985,M01,2015,September,4931
1972,August,191.84,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3240
1985,July,41.8,,,Mining and logging,Coal mining,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021210007,S,1985,M01,2015,September,4933
1985,December,44.4,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2555
1985,August,42.0,,,Mining and logging,Coal mining,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021210007,S,1985,M01,2015,September,4934
1986,March,43.9,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2557
1985,September,42.4,,,Mining and logging,Coal mining,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021210007,S,1985,M01,2015,September,4935
1973,February,192.69,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3245
1986,July,43.4,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2561
1985,December,41.3,,,Mining and logging,Coal mining,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021210007,S,1985,M01,2015,September,4938
1986,October,43.1,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2564
1986,November,40.9,,,Mining and logging,Coal mining,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021210007,S,1985,M01,2015,September,4948
1974,March,218.50,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3257
1987,February,42.9,,,Mining and logging,Coal mining,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021210007,S,1985,M01,2015,September,4950
1974,May,224.39,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3259
1974,June,225.93,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3260
1974,October,231.70,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3264
1974,November,210.01,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000030,S,1947,M01,2015,October,3265
1989,April,44.0,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2591
1989,September,44.4,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2596
1988,February,41.7,,,Mining and logging,Coal mining,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1021210007,S,1985,M01,2015,September,4961
1947,March,43.4,,,Mining and logging,Mining and logging,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES1000000007,S,1947,M01,2015,October,2601
