year,period,value,footnote_code,footnote_text,supersector_name,industry_name,seasonal_text,data_type_text,series_id,seasonal,begin_year,begin_period,end_year,end_period,serialid
1983,April,432.60,,,Construction,Specialty trade contractors,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU2023800030,U,1976,M01,2015,September,11936
1988,May,492.56,,,Construction,Specialty trade contractors,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU2023800030,U,1976,M01,2015,September,11938
1986,November,466.62,,,Construction,Specialty trade contractors,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU2023800030,U,1976,M01,2015,September,11940
1985,November,452.86,,,Construction,Specialty trade contractors,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU2023800030,U,1976,M01,2015,September,11942
1976,September,283.89,,,Construction,Specialty trade contractors,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU2023800030,U,1976,M01,2015,September,11943
1985,April,460.91,,,Construction,Specialty trade contractors,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU2023800030,U,1976,M01,2015,September,11945
1982,September,429.23,,,Construction,Specialty trade contractors,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU2023800030,U,1976,M01,2015,September,11947
1964,February,38.5,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,3
1964,May,38.6,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,5
1965,May,38.8,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,7
1987,M01,34.7,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,20
1967,M01,38.3,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,21
1970,M01,37.3,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,22
1988,M01,34.6,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,24
1989,M01,34.7,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,25
1979,M01,35.6,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,29
1965,M01,38.7,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,30
1966,M01,38.6,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,31
1968,M01,37.6,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,32
1981,M01,35.4,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,35
1982,M01,34.1,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,37
1983,M01,34.8,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000007,S,1964,M01,2015,October,38
1982,M01,263.25,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,44
1979,March,222.68,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1523
1968,M01,36.8,,,Construction,Construction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000007,S,1947,M01,2015,October,408
1979,May,223.57,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1525
1969,M01,38.3,,,Construction,Construction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000007,S,1947,M01,2015,October,409
1979,June,224.99,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1526
1979,August,227.84,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1528
1973,M01,36.3,,,Construction,Construction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000007,S,1947,M01,2015,October,413
1975,M01,37.1,,,Construction,Construction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000007,S,1947,M01,2015,October,415
1977,M01,35.6,,,Construction,Construction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000007,S,1947,M01,2015,October,417
1980,February,234.70,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0500000030,S,1964,M01,2015,October,1533
1979,M01,36.3,,,Construction,Construction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000007,S,1947,M01,2015,October,419
1981,M01,38.1,,,Construction,Construction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000007,S,1947,M01,2015,October,421
1982,M01,34.9,,,Construction,Construction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000007,S,1947,M01,2015,October,422
1983,M01,38.4,,,Construction,Construction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000007,S,1947,M01,2015,October,423
1984,M01,37.8,,,Construction,Construction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000007,S,1947,M01,2015,October,424
1985,M01,37.9,,,Construction,Construction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000007,S,1947,M01,2015,October,425
1987,M01,38.7,,,Construction,Construction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000007,S,1947,M01,2015,October,427
1989,M01,37.9,,,Construction,Construction,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000007,S,1947,M01,2015,October,429
1981,March,39.8,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1549
1954,M01,69.65,,,Construction,Construction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000030,S,1947,M01,2015,October,437
1981,June,39.6,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1552
1956,M01,77.42,,,Construction,Construction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000030,S,1947,M01,2015,October,439
1957,M01,81.17,,,Construction,Construction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000030,S,1947,M01,2015,October,440
1958,M01,88.74,,,Construction,Construction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000030,S,1947,M01,2015,October,441
1981,August,39.7,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1554
1959,M01,92.12,,,Construction,Construction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000030,S,1947,M01,2015,October,442
1960,M01,95.09,,,Construction,Construction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000030,S,1947,M01,2015,October,443
1961,M01,103.63,,,Construction,Construction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000030,S,1947,M01,2015,October,444
1962,M01,100.74,,,Construction,Construction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000030,S,1947,M01,2015,October,445
1981,December,39.2,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1558
1982,March,39.2,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1560
1965,M01,118.87,,,Construction,Construction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000030,S,1947,M01,2015,October,448
1967,M01,136.93,,,Construction,Construction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000030,S,1947,M01,2015,October,450
1968,M01,141.31,,,Construction,Construction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000030,S,1947,M01,2015,October,451
1969,M01,155.88,,,Construction,Construction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000030,S,1947,M01,2015,October,452
1970,M01,169.34,,,Construction,Construction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000030,S,1947,M01,2015,October,453
1971,M01,186.99,,,Construction,Construction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000030,S,1947,M01,2015,October,454
1983,March,39.3,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1571
1983,May,39.7,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1573
1976,M01,259.82,,,Construction,Construction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000030,S,1947,M01,2015,October,459
1983,July,39.9,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1575
1978,M01,270.40,,,Construction,Construction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000030,S,1947,M01,2015,October,461
1983,October,40.1,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1578
1982,M01,384.60,,,Construction,Construction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000030,S,1947,M01,2015,October,465
1984,February,40.7,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1581
1985,M01,443.43,,,Construction,Construction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000030,S,1947,M01,2015,October,468
1984,April,40.4,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1583
1987,M01,465.56,,,Construction,Construction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000030,S,1947,M01,2015,October,470
1984,June,40.3,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1585
1989,M01,483.98,,,Construction,Construction,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2000000030,S,1947,M01,2015,October,472
1984,July,40.2,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1586
1984,October,40.1,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1589
1980,M01,36.1,,,Construction,Specialty trade contractors,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2023800007,S,1976,M01,2015,September,477
1984,December,40.2,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1591
1982,M01,34.4,,,Construction,Specialty trade contractors,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2023800007,S,1976,M01,2015,September,479
1985,March,40.1,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1593
1984,M01,36.7,,,Construction,Specialty trade contractors,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2023800007,S,1976,M01,2015,September,481
1985,M01,37.0,,,Construction,Specialty trade contractors,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2023800007,S,1976,M01,2015,September,482
1986,M01,38.0,,,Construction,Specialty trade contractors,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2023800007,S,1976,M01,2015,September,483
1985,July,40.1,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1597
1985,August,40.2,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1598
1977,M01,281.29,,,Construction,Specialty trade contractors,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2023800030,S,1976,M01,2015,September,488
1985,November,40.2,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1601
1986,February,40.0,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1603
1982,M01,403.17,,,Construction,Specialty trade contractors,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2023800030,S,1976,M01,2015,September,493
1986,June,40.1,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1607
1984,M01,452.88,,,Construction,Specialty trade contractors,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2023800030,S,1976,M01,2015,September,495
1986,M01,475.76,,,Construction,Specialty trade contractors,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2023800030,S,1976,M01,2015,September,497
1987,M01,485.12,,,Construction,Specialty trade contractors,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2023800030,S,1976,M01,2015,September,498
1988,M01,482.75,,,Construction,Specialty trade contractors,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES2023800030,S,1976,M01,2015,September,499
1986,December,40.1,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1613
1987,February,40.7,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1614
1987,March,40.4,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1615
1969,M01,37.3,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0500000007,U,1964,M01,2015,October,506
1987,December,40.5,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1624
1988,March,40.4,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1626
1988,April,40.4,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1627
1979,M01,35.2,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0500000007,U,1964,M01,2015,October,517
1988,July,40.5,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1630
1983,M01,34.5,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0500000007,U,1964,M01,2015,October,519
1984,M01,34.8,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0500000007,U,1964,M01,2015,October,522
1988,November,40.5,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1634
1986,M01,34.6,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0500000007,U,1964,M01,2015,October,524
1989,February,40.4,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1636
1989,M01,34.3,,,Total private,Total private,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0500000007,U,1964,M01,2015,October,526
1981,M01,252.70,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0500000030,U,1964,M01,2015,October,528
1977,M01,185.50,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0500000030,U,1964,M01,2015,October,529
1989,June,40.2,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1640
1989,July,40.4,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1641
1965,M01,99.07,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0500000030,U,1964,M01,2015,October,531
1989,September,40.3,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1643
1989,October,40.4,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1644
1968,M01,109.66,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0500000030,U,1964,M01,2015,October,535
1969,M01,116.38,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0500000030,U,1964,M01,2015,October,536
1947,February,40.4,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1647
1971,M01,128.49,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0500000030,U,1964,M01,2015,October,538
1947,April,40.3,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1649
1947,May,40.4,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1650
1947,July,40.1,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1652
1978,M01,198.23,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0500000030,U,1964,M01,2015,October,543
1979,M01,216.83,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0500000030,U,1964,M01,2015,October,544
1980,M01,232.01,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0500000030,U,1964,M01,2015,October,545
1947,November,40.3,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1656
1983,M01,279.45,,,Total private,Total private,,AVERAGE WEEKLY EARNINGS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0500000030,U,1964,M01,2015,October,547
1947,December,40.6,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1657
1986,M01,40.2,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0600000007,U,1947,M01,2015,October,553
1948,July,39.9,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1663
1948,September,40.2,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1665
1966,M01,40.6,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0600000007,U,1947,M01,2015,October,556
1948,November,39.7,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1667
1954,M01,38.9,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0600000007,U,1947,M01,2015,October,559
1958,M01,38.4,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0600000007,U,1947,M01,2015,October,570
1950,April,39.9,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1682
1967,M01,40.4,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0600000007,U,1947,M01,2015,October,577
1950,September,40.3,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1687
1950,November,40.8,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1689
1950,December,40.4,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1690
1975,M01,38.4,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0600000007,U,1947,M01,2015,October,584
1951,March,40.4,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1692
1976,M01,39.5,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0600000007,U,1947,M01,2015,October,585
1951,May,40.6,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1694
1983,M01,39.1,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0600000007,U,1947,M01,2015,October,590
1951,October,40.1,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1699
1951,December,40.4,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1701
1988,M01,40.0,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CEU0600000007,U,1947,M01,2015,October,594
1952,March,40.3,,,Goods-producing,Goods-producing,,AVERAGE WEEKLY HOURS OF PRODUCTION AND NONSUPERVISORY EMPLOYEES,CES0600000007,S,1947,M01,2015,October,1703
